obs	site	year	period	treatment	method	cl	notab
1749	ATT	2011	After	Control	Snapshot	0	1
1750	ATT	2011	After	Control	Snapshot	1	1
1751	ATT	2011	After	Control	Snapshot	2	7
1752	ATT	2011	After	Control	Snapshot	0	1
1753	ATT	2011	After	Control	Snapshot	2	7
1754	ATT	2011	After	Control	Snapshot	0	3
1755	ATT	2011	After	Control	Snapshot	4	4
1756	ATT	2011	After	Control	Snapshot	0	1
1757	ATT	2011	After	Control	Snapshot	0	1
1758	ATT	2011	After	Control	Snapshot	0	3
1759	ATT	2011	After	Control	Snapshot	0	3
1760	ATT	2011	After	Control	Snapshot	2	3
1761	ATT	2011	After	Control	Snapshot	0	1
1762	ATT	2011	After	Control	Marked racemes	1	1
1763	ATT	2011	After	Control	Marked racemes	2	2
1764	ATT	2011	After	Control	Marked racemes	2	2
1765	ATT	2011	After	Control	Marked racemes	2	7
1766	ATT	2011	After	Control	Marked racemes	2	3
1767	ATT	2011	After	Control	Marked racemes	0	1
1768	ATT	2011	After	Control	Marked racemes	2	3
1769	ATT	2011	After	Control	Marked racemes	1	1
1770	ATT	2011	After	Control	Marked racemes	0	1
1771	ATT	2011	After	Control	Marked racemes	2	3
1772	ATT	2011	After	Control	Marked racemes	1	3
1773	ATT	2011	After	Control	Marked racemes	1	1
1774	ATT	2011	After	Control	Marked racemes	1	1
1775	ATT	2011	After	Control	Marked racemes	1	2
1776	ATT	2011	After	Control	Marked racemes	5	5
1777	ATT	2011	After	Control	Marked racemes	1	1
1778	ATT	2011	After	Control	Marked racemes	0	1
1779	ATT	2011	After	Control	Marked racemes	0	1
1780	ATT	2011	After	Control	Marked racemes	1	2
1781	ATT	2011	After	Control	Marked racemes	1	2
1782	ATT	2011	After	Control	Marked racemes	2	2
1783	ATT	2011	After	Control	Marked racemes	0	2
1784	ATT	2011	After	Control	Marked racemes	0	1
1785	ATT	2011	After	Control	Marked racemes	2	3
1786	ATT	2011	After	Control	Marked racemes	0	1
1787	ATT	2011	After	Control	Marked racemes	2	4
1788	ATT	2011	After	Control	Marked racemes	2	2
1789	ATT	2011	After	Control	Marked racemes	0	2
1790	ATT	2011	After	Control	Marked racemes	1	2
1791	ATT	2011	After	Control	Marked racemes	1	3
1792	ATT	2011	After	Control	Marked racemes	0	1
1793	ATT	2011	After	Control	Marked racemes	0	2
1794	ATT	2011	After	Control	Marked racemes	1	1
1795	ATT	2011	After	Control	Marked racemes	2	13
1796	ATT	2011	After	Control	Marked racemes	0	2
1797	ATT	2011	After	Control	Marked racemes	0	3
1798	ATT	2011	After	Control	Marked racemes	0	1
1799	ATT	2011	After	Control	Marked racemes	1	3
1800	ATT	2011	After	Control	Marked racemes	1	3
1801	ATT	2011	After	Control	Marked racemes	0	1
1802	ATT	2011	After	Control	Marked racemes	0	3
1803	ATT	2011	After	Control	Marked racemes	1	5
1804	ATT	2011	After	Control	Marked racemes	1	5
1805	ATT	2011	After	Control	Marked racemes	0	3
1806	ATT	2011	After	Control	Marked racemes	0	1
1807	ATT	2011	After	Control	Marked racemes	0	1
1808	ATT	2011	After	Control	Marked racemes	1	1
1809	ATT	2011	After	Control	Marked racemes	0	3
1810	ATT	2011	After	Control	Marked racemes	0	3
1811	ATT	2011	After	Control	Marked racemes	0	3
1812	ATT	2011	After	Control	Marked racemes	0	8
1813	ATT	2011	After	Control	Marked racemes	1	4
1814	ATT	2011	After	Control	Marked racemes	0	5
1815	ATT	2011	After	Control	Marked racemes	0	4
1816	ATT	2011	After	Control	Marked racemes	0	2
1817	ATT	2011	After	Control	Marked racemes	2	10
1818	ATT	2011	After	Control	Marked racemes	0	1
1819	ATT	2011	After	Control	Marked racemes	0	3
1820	ATT	2011	After	Control	Marked racemes	0	3
1821	ATT	2011	After	Control	Marked racemes	0	1
1822	ATT	2011	After	Control	Marked racemes	0	1
1823	ATT	2011	After	Control	Marked racemes	0	1
1824	ATT	2011	After	Control	Marked racemes	0	1
1825	ATT	2011	After	Control	Marked racemes	1	2
1826	ATT	2011	After	Control	Marked racemes	1	2
1827	ATT	2011	After	Control	Marked racemes	0	1
1828	ATT	2011	After	Control	Marked racemes	1	2
1829	ATT	2011	After	Control	Marked racemes	0	4
1830	ATT	2011	After	Control	Marked racemes	1	1
1831	ATT	2011	After	Control	Marked racemes	2	4
1832	ATT	2011	After	Control	Marked racemes	1	1
1833	ATT	2011	After	Control	Marked racemes	1	2
1834	ATT	2011	After	Control	Marked racemes	0	1
1835	ATT	2011	After	Control	Marked racemes	0	1
1836	ATT	2011	After	Control	Marked racemes	0	1
1837	ATT	2011	After	Control	Marked racemes	2	4
1838	ATT	2011	After	Control	Marked racemes	0	2
1839	ATT	2011	After	Control	Marked racemes	0	1
1840	ATT	2011	After	Control	Marked racemes	2	3
1841	ATT	2011	After	Control	Marked racemes	1	1
1842	ATT	2011	After	Control	Marked racemes	3	3
1843	ATT	2011	After	Control	Marked racemes	1	2
1844	ATT	2011	After	Control	Marked racemes	1	1
1845	ATT	2011	After	Control	Marked racemes	0	1
1846	ATT	2011	After	Control	Marked racemes	1	1
1847	ATT	2011	After	Control	Marked racemes	2	2
1848	ATT	2011	After	Control	Marked racemes	1	1
1849	ATT	2011	After	Control	Marked racemes	1	1
1850	ATT	2011	After	Control	Marked racemes	0	2
1851	ATT	2011	After	Control	Marked racemes	1	4
1852	ATT	2011	After	Control	Marked racemes	0	2
1853	ATT	2011	After	Control	Marked racemes	0	1
1854	ATT	2011	After	Control	Marked racemes	0	1
1855	ATT	2011	After	Control	Marked racemes	0	1
1856	ATT	2011	After	Control	Marked racemes	0	2
1857	ATT	2011	After	Control	Marked racemes	1	10
1858	ATT	2011	After	Control	Marked racemes	0	1
1859	ATT	2011	After	Control	Marked racemes	0	2
1860	ATT	2011	After	Control	Marked racemes	1	3
1861	ATT	2011	After	Control	Marked racemes	1	1
1862	ATT	2011	After	Control	Marked racemes	2	4
1863	ATT	2011	After	Control	Marked racemes	0	1
1864	ATT	2011	After	Control	Marked racemes	0	1
1865	ATT	2011	After	Control	Marked racemes	1	1
1866	ATT	2011	After	Control	Marked racemes	0	3
1867	ATT	2011	After	Control	Marked racemes	0	1
1868	ATT	2011	After	Control	Marked racemes	0	4
1869	ATT	2011	After	Control	Marked racemes	1	3
1870	ATT	2011	After	Control	Marked racemes	1	1
1871	ATT	2011	After	Control	Marked racemes	1	2
1872	ATT	2011	After	Control	Marked racemes	1	3
1873	ATT	2011	After	Control	Marked racemes	0	1
1874	ATT	2013	After	Control	Snapshot	1	5
1875	ATT	2013	After	Control	Snapshot	12	18
1876	ATT	2013	After	Control	Snapshot	20	24
1877	ATT	2013	After	Control	Snapshot	9	10
1878	ATT	2013	After	Control	Snapshot	0	1
1879	ATT	2013	After	Control	Snapshot	15	21
1880	ATT	2013	After	Control	Snapshot	1	3
1881	ATT	2013	After	Control	Snapshot	10	12
1882	ATT	2013	After	Control	Snapshot	13	28
1883	ATT	2013	After	Control	Snapshot	5	8
1884	ATT	2013	After	Control	Snapshot	10	12
1885	ATT	2013	After	Control	Snapshot	4	5
1886	ATT	2013	After	Control	Snapshot	19	23
1887	ATT	2013	After	Control	Snapshot	5	6
1888	ATT	2013	After	Control	Snapshot	3	5
1889	ATT	2013	After	Control	Snapshot	5	6
1890	ATT	2013	After	Control	Snapshot	7	10
1891	ATT	2013	After	Control	Snapshot	11	18
1892	ATT	2013	After	Control	Snapshot	5	7
1893	ATT	2013	After	Control	Snapshot	2	2
1894	ATT	2013	After	Control	Snapshot	26	36
1895	ATT	2013	After	Control	Snapshot	4	5
1896	ATT	2013	After	Control	Snapshot	10	15
1897	ATT	2013	After	Control	Snapshot	16	21
1898	ATT	2013	After	Control	Snapshot	3	9
1899	ATT	2013	After	Control	Snapshot	15	25
1900	ATT	2013	After	Control	Snapshot	11	20
1901	ATT	2013	After	Control	Snapshot	10	16
1902	ATT	2013	After	Control	Snapshot	15	17
1903	ATT	2013	After	Control	Snapshot	29	36
1904	ATT	2013	After	Control	Snapshot	11	12
1905	ATT	2013	After	Control	Snapshot	6	6
1906	ATT	2013	After	Control	Snapshot	1	2
1907	ATT	2013	After	Control	Snapshot	9	16
1908	ATT	2013	After	Control	Snapshot	4	7
1909	ATT	2013	After	Control	Snapshot	4	5
1910	ATT	2013	After	Control	Snapshot	10	11
1911	ATT	2013	After	Control	Snapshot	1	1
1912	ATT	2013	After	Control	Snapshot	7	8
1913	ATT	2013	After	Control	Snapshot	9	17
1914	ATT	2013	After	Control	Snapshot	17	26
1915	ATT	2013	After	Control	Snapshot	16	18
1916	ATT	2013	After	Control	Snapshot	2	3
1917	ATT	2013	After	Control	Snapshot	1	1
1918	ATT	2013	After	Control	Snapshot	2	2
1919	ATT	2013	After	Control	Snapshot	5	6
1920	ATT	2013	After	Control	Snapshot	0	1
1921	ATT	2013	After	Control	Snapshot	1	1
1922	ATT	2013	After	Control	Snapshot	2	4
1923	ATT	2013	After	Control	Snapshot	1	12
1924	ATT	2013	After	Control	Snapshot	1	1
1925	ATT	2013	After	Control	Snapshot	1	2
1926	ATT	2013	After	Control	Snapshot	2	6
1927	ATT	2013	After	Control	Snapshot	3	8
1928	ATT	2013	After	Control	Snapshot	8	12
1929	ATT	2013	After	Control	Snapshot	5	11
1930	ATT	2013	After	Control	Snapshot	5	11
1931	ATT	2013	After	Control	Snapshot	3	6
1932	ATT	2013	After	Control	Snapshot	4	9
1933	ATT	2013	After	Control	Snapshot	4	8
1934	ATT	2013	After	Control	Snapshot	1	2
1935	ATT	2013	After	Control	Snapshot	2	4
1936	ATT	2013	After	Control	Snapshot	0	8
1937	ATT	2013	After	Control	Snapshot	10	19
1938	ATT	2013	After	Control	Snapshot	1	3
1939	ATT	2013	After	Control	Snapshot	0	1
1940	ATT	2013	After	Control	Snapshot	7	9
1941	ATT	2013	After	Control	Snapshot	4	6
1942	ATT	2013	After	Control	Snapshot	3	6
1943	ATT	2013	After	Control	Snapshot	4	4
1944	ATT	2013	After	Control	Snapshot	3	6
1945	ATT	2013	After	Control	Snapshot	3	4
1946	ATT	2013	After	Control	Snapshot	1	2
1947	ATT	2013	After	Control	Snapshot	5	8
1948	ATT	2013	After	Control	Snapshot	2	3
1949	ATT	2013	After	Control	Snapshot	6	9
1950	ATT	2013	After	Control	Snapshot	14	15
1951	ATT	2013	After	Control	Snapshot	1	1
1952	ATT	2013	After	Control	Snapshot	2	2
1953	ATT	2013	After	Control	Snapshot	6	14
1954	ATT	2013	After	Control	Snapshot	3	8
1955	ATT	2013	After	Control	Snapshot	3	7
1956	ATT	2013	After	Control	Snapshot	8	8
1957	ATT	2013	After	Control	Snapshot	6	6
1958	ATT	2013	After	Control	Snapshot	14	17
1959	ATT	2013	After	Control	Snapshot	2	2
1960	ATT	2013	After	Control	Snapshot	14	17
1961	ATT	2013	After	Control	Snapshot	1	4
1962	ATT	2013	After	Control	Snapshot	4	6
1963	ATT	2013	After	Control	Snapshot	4	5
1964	ATT	2013	After	Control	Snapshot	2	2
1965	ATT	2013	After	Control	Snapshot	6	8
1966	ATT	2013	After	Control	Snapshot	7	8
1967	ATT	2013	After	Control	Snapshot	12	15
1968	ATT	2013	After	Control	Snapshot	4	5
1969	ATT	2013	After	Control	Snapshot	5	6
1970	ATT	2013	After	Control	Snapshot	10	11
1971	ATT	2013	After	Control	Snapshot	5	13
1972	ATT	2013	After	Control	Snapshot	2	2
1973	ATT	2013	After	Control	Snapshot	9	14
1974	ATT	2013	After	Control	Snapshot	4	4
1975	ATT	2013	After	Control	Snapshot	2	5
1976	ATT	2013	After	Control	Snapshot	6	8
1977	ATT	2013	After	Control	Snapshot	7	7
1978	ATT	2013	After	Control	Snapshot	6	10
1979	ATT	2013	After	Control	Snapshot	7	10
1980	ATT	2013	After	Control	Snapshot	4	6
1981	ATT	2013	After	Control	Snapshot	2	3
1982	ATT	2013	After	Control	Snapshot	18	20
1983	ATT	2013	After	Control	Snapshot	5	5
1984	ATT	2013	After	Control	Snapshot	3	6
1985	ATT	2013	After	Control	Snapshot	1	5
1986	ATT	2013	After	Control	Snapshot	6	7
1987	ATT	2013	After	Control	Snapshot	9	19
1988	ATT	2013	After	Control	Snapshot	14	15
1989	ATT	2013	After	Control	Snapshot	9	10
1990	ATT	2013	After	Control	Snapshot	4	7
1991	ATT	2013	After	Control	Snapshot	4	4
1992	ATT	2013	After	Control	Snapshot	9	16
1993	ATT	2013	After	Control	Snapshot	3	5
1994	ATT	2013	After	Control	Snapshot	3	3
1995	ATT	2013	After	Control	Snapshot	0	4
1996	ATT	2013	After	Control	Snapshot	18	18
1997	ATT	2013	After	Control	Snapshot	12	12
1998	ATT	2013	After	Control	Snapshot	2	5
1999	ATT	2013	After	Control	Snapshot	2	5
2000	ATT	2013	After	Control	Snapshot	19	24
2001	ATT	2013	After	Control	Snapshot	10	12
2002	ATT	2013	After	Control	Snapshot	5	7
2003	ATT	2013	After	Control	Snapshot	5	9
2004	ATT	2013	After	Control	Snapshot	4	5
2005	ATT	2013	After	Control	Snapshot	2	3
2006	ATT	2013	After	Control	Snapshot	4	8
2007	ATT	2013	After	Control	Snapshot	1	4
2008	ATT	2013	After	Control	Snapshot	16	20
2009	ATT	2013	After	Control	Snapshot	3	3
2010	ATT	2013	After	Control	Snapshot	5	5
2011	ATT	2013	After	Control	Snapshot	3	3
2012	ATT	2013	After	Control	Snapshot	2	4
2013	ATT	2013	After	Control	Snapshot	3	3
2014	ATT	2013	After	Control	Snapshot	3	3
2015	ATT	2013	After	Control	Snapshot	6	9
2016	ATT	2013	After	Control	Snapshot	0	6
2017	ATT	2013	After	Control	Snapshot	2	4
2018	ATT	2013	After	Control	Snapshot	4	5
2019	ATT	2013	After	Control	Snapshot	10	14
2020	ATT	2013	After	Control	Snapshot	12	15
2021	ATT	2013	After	Control	Snapshot	3	3
2022	ATT	2013	After	Control	Snapshot	13	17
2023	ATT	2013	After	Control	Snapshot	1	4
2024	ATT	2013	After	Control	Snapshot	5	12
2025	ATT	2013	After	Control	Snapshot	2	4
2026	ATT	2013	After	Control	Snapshot	7	7
2027	ATT	2013	After	Control	Snapshot	1	3
2028	ATT	2013	After	Control	Snapshot	7	10
2029	ATT	2013	After	Control	Snapshot	5	6
2030	ATT	2013	After	Control	Snapshot	5	5
2031	ATT	2013	After	Control	Snapshot	5	5
2032	ATT	2013	After	Control	Snapshot	6	9
2033	ATT	2013	After	Control	Snapshot	1	2
2034	ATT	2013	After	Control	Snapshot	7	9
2035	ATT	2013	After	Control	Snapshot	0	1
2036	ATT	2013	After	Control	Snapshot	2	2
2037	ATT	2013	After	Control	Snapshot	5	7
2038	ATT	2013	After	Control	Snapshot	1	5
2039	ATT	2013	After	Control	Snapshot	7	9
2040	ATT	2013	After	Control	Snapshot	16	18
2041	ATT	2013	After	Control	Snapshot	11	15
2042	ATT	2013	After	Control	Snapshot	18	22
2043	ATT	2013	After	Control	Snapshot	9	11
2044	ATT	2013	After	Control	Snapshot	3	3
2045	ATT	2013	After	Control	Snapshot	4	4
2046	ATT	2013	After	Control	Snapshot	2	2
2047	ATT	2013	After	Control	Snapshot	14	22
2048	ATT	2013	After	Control	Snapshot	0	2
2049	ATT	2013	After	Control	Snapshot	3	4
2050	ATT	2013	After	Control	Snapshot	2	2
2051	ATT	2013	After	Control	Snapshot	3	8
2052	ATT	2013	After	Control	Snapshot	1	4
2053	ATT	2013	After	Control	Snapshot	1	2
2054	ATT	2013	After	Control	Snapshot	0	2
2055	ATT	2013	After	Control	Snapshot	3	6
2056	ATT	2013	After	Control	Snapshot	1	1
2057	ATT	2013	After	Control	Snapshot	0	4
2058	ATT	2013	After	Control	Snapshot	3	10
2059	ATT	2013	After	Control	Snapshot	2	2
2060	ATT	2013	After	Control	Snapshot	1	9
2061	ATT	2013	After	Control	Snapshot	0	1
2062	ATT	2013	After	Control	Snapshot	0	5
2063	ATT	2013	After	Control	Snapshot	5	6
2064	ATT	2013	After	Control	Snapshot	1	2
2065	ATT	2013	After	Control	Snapshot	2	3
2066	ATT	2013	After	Control	Snapshot	1	1
2067	ATT	2013	After	Control	Snapshot	1	1
2068	ATT	2013	After	Control	Snapshot	3	4
2069	ATT	2013	After	Control	Snapshot	0	1
2070	ATT	2013	After	Control	Snapshot	4	11
2071	ATT	2013	After	Control	Snapshot	4	7
2072	ATT	2013	After	Control	Snapshot	1	3
2073	ATT	2013	After	Control	Snapshot	0	1
2074	ATT	2013	After	Control	Snapshot	8	15
2075	ATT	2013	After	Control	Snapshot	1	1
2076	ATT	2013	After	Control	Snapshot	0	1
2077	ATT	2013	After	Control	Snapshot	1	3
2078	ATT	2013	After	Control	Snapshot	0	5
2079	ATT	2013	After	Control	Snapshot	4	7
2080	ATT	2013	After	Control	Snapshot	2	2
2081	ATT	2013	After	Control	Snapshot	0	1
2082	ATT	2013	After	Control	Snapshot	7	10
2083	ATT	2013	After	Control	Snapshot	8	12
2084	ATT	2013	After	Control	Snapshot	0	3
2085	ATT	2013	After	Control	Snapshot	5	5
2086	ATT	2013	After	Control	Snapshot	1	3
2087	ATT	2013	After	Control	Snapshot	2	2
2088	ATT	2013	After	Control	Snapshot	1	1
2089	ATT	2013	After	Control	Snapshot	1	1
2090	ATT	2013	After	Control	Snapshot	0	1
2091	ATT	2013	After	Control	Snapshot	1	1
2092	ATT	2013	After	Control	Snapshot	5	9
2093	ATT	2013	After	Control	Snapshot	5	6
2094	ATT	2013	After	Control	Snapshot	4	4
2095	ATT	2013	After	Control	Snapshot	7	7
2096	ATT	2013	After	Control	Snapshot	5	7
2097	ATT	2013	After	Control	Snapshot	1	1
2098	ATT	2013	After	Control	Snapshot	5	5
2099	ATT	2013	After	Control	Snapshot	1	1
2100	ATT	2013	After	Control	Snapshot	2	5
2101	ATT	2013	After	Control	Snapshot	11	17
2102	ATT	2013	After	Control	Snapshot	1	3
2103	ATT	2013	After	Control	Snapshot	3	5
2104	ATT	2013	After	Control	Snapshot	4	6
2105	ATT	2013	After	Control	Snapshot	1	2
2106	ATT	2013	After	Control	Snapshot	5	6
2107	ATT	2013	After	Control	Snapshot	4	5
2108	ATT	2013	After	Control	Snapshot	0	1
2109	ATT	2013	After	Control	Snapshot	7	7
2110	ATT	2013	After	Control	Snapshot	3	8
2111	ATT	2013	After	Control	Snapshot	2	5
2112	ATT	2013	After	Control	Snapshot	0	2
2113	ATT	2013	After	Control	Snapshot	4	8
2114	ATT	2013	After	Control	Snapshot	2	3
2115	ATT	2013	After	Control	Snapshot	0	1
2116	ATT	2013	After	Control	Snapshot	4	5
2117	ATT	2013	After	Control	Snapshot	1	1
2118	ATT	2013	After	Control	Snapshot	6	8
2119	ATT	2013	After	Control	Snapshot	1	1
2120	ATT	2013	After	Control	Snapshot	3	3
2121	ATT	2013	After	Control	Snapshot	1	2
2122	ATT	2013	After	Control	Snapshot	2	2
2123	ATT	2013	After	Control	Snapshot	0	1
2124	ATT	2013	After	Control	Snapshot	7	10
2125	ATT	2013	After	Control	Snapshot	8	9
2126	ATT	2013	After	Control	Snapshot	2	3
2127	ATT	2013	After	Control	Snapshot	1	2
2128	ATT	2013	After	Control	Snapshot	0	1
2129	ATT	2013	After	Control	Snapshot	1	2
2130	ATT	2013	After	Control	Snapshot	0	1
2131	ATT	2013	After	Control	Snapshot	5	5
2132	ATT	2013	After	Control	Snapshot	2	3
2133	ATT	2013	After	Control	Snapshot	1	2
2134	ATT	2013	After	Control	Snapshot	0	3
2135	ATT	2013	After	Control	Snapshot	1	1
2136	ATT	2013	After	Control	Snapshot	0	1
2137	ATT	2013	After	Control	Snapshot	0	1
2138	ATT	2013	After	Control	Snapshot	1	2
2139	ATT	2013	After	Control	Snapshot	2	2
2140	ATT	2013	After	Control	Snapshot	1	2
2141	ATT	2013	After	Control	Snapshot	1	1
2142	ATT	2013	After	Control	Snapshot	1	3
2143	ATT	2013	After	Control	Snapshot	1	4
2144	ATT	2013	After	Control	Snapshot	7	9
2145	ATT	2013	After	Control	Snapshot	3	4
2146	ATT	2013	After	Control	Snapshot	1	4
2147	ATT	2013	After	Control	Snapshot	5	7
2148	ATT	2013	After	Control	Snapshot	1	2
2149	ATT	2013	After	Control	Snapshot	0	1
2150	ATT	2013	After	Control	Snapshot	0	1
2151	ATT	2013	After	Control	Snapshot	1	2
2152	ATT	2013	After	Control	Snapshot	0	1
2153	ATT	2013	After	Control	Snapshot	1	1
2154	ATT	2013	After	Control	Snapshot	0	1
2155	ATT	2013	After	Control	Snapshot	0	1
2156	ATT	2013	After	Control	Snapshot	0	2
2157	ATT	2013	After	Control	Snapshot	0	1
2158	ATT	2013	After	Control	Snapshot	1	3
2159	ATT	2013	After	Control	Snapshot	1	2
2160	ATT	2013	After	Control	Snapshot	1	1
2161	ATT	2013	After	Control	Snapshot	0	1
2162	ATT	2013	After	Control	Snapshot	1	1
2163	ATT	2013	After	Control	Snapshot	1	2
2164	ATT	2013	After	Control	Snapshot	0	1
2165	ATT	2013	After	Control	Snapshot	0	2
2166	ATT	2013	After	Control	Snapshot	0	1
2167	ATT	2013	After	Control	Snapshot	0	1
2168	ATT	2013	After	Control	Snapshot	3	3
2169	ATT	2013	After	Control	Snapshot	0	1
2170	ATT	2013	After	Control	Snapshot	1	1
2171	ATT	2013	After	Control	Snapshot	1	2
2172	ATT	2013	After	Control	Snapshot	0	1
2173	ATT	2013	After	Control	Snapshot	1	3
2174	ATT	2013	After	Control	Snapshot	2	2
2175	ATT	2013	After	Control	Snapshot	3	11
2176	ATT	2013	After	Control	Snapshot	6	6
2177	ATT	2013	After	Control	Snapshot	0	8
2178	ATT	2013	After	Control	Snapshot	2	14
2179	ATT	2013	After	Control	Snapshot	1	14
2180	ATT	2013	After	Control	Snapshot	5	10
2181	ATT	2013	After	Control	Snapshot	0	2
2182	ATT	2013	After	Control	Snapshot	0	1
2183	ATT	2013	After	Control	Snapshot	1	2
2184	ATT	2013	After	Control	Snapshot	3	4
2185	ATT	2013	After	Control	Snapshot	2	3
2186	ATT	2013	After	Control	Snapshot	2	2
2187	ATT	2013	After	Control	Snapshot	1	2
2188	ATT	2013	After	Control	Snapshot	0	1
2189	ATT	2013	After	Control	Snapshot	1	3
2190	ATT	2013	After	Control	Snapshot	3	3
2191	ATT	2013	After	Control	Snapshot	1	2
2192	ATT	2013	After	Control	Snapshot	2	2
2193	ATT	2013	After	Control	Snapshot	1	1
2194	ATT	2013	After	Control	Snapshot	1	4
2195	ATT	2013	After	Control	Snapshot	1	3
2196	ATT	2013	After	Control	Snapshot	2	2
2197	ATT	2013	After	Control	Snapshot	1	6
2198	ATT	2013	After	Control	Snapshot	1	3
2199	ATT	2013	After	Control	Snapshot	1	3
2200	ATT	2013	After	Control	Snapshot	1	5
2201	ATT	2013	After	Control	Snapshot	0	1
2202	ATT	2013	After	Control	Snapshot	1	1
2203	ATT	2013	After	Control	Snapshot	0	1
2204	ATT	2013	After	Control	Snapshot	1	1
2205	ATT	2013	After	Control	Snapshot	0	1
2206	ATT	2013	After	Control	Snapshot	0	1
2207	ATT	2013	After	Control	Snapshot	1	2
2208	ATT	2013	After	Control	Snapshot	0	1
2209	ATT	2013	After	Control	Snapshot	1	1
2210	ATT	2013	After	Control	Snapshot	1	1
2211	ATT	2013	After	Control	Snapshot	2	4
2212	ATT	2013	After	Control	Snapshot	0	1
2213	ATT	2013	After	Control	Snapshot	0	1
2214	ATT	2013	After	Control	Snapshot	1	4
2215	ATT	2013	After	Control	Snapshot	0	1
2216	ATT	2013	After	Control	Snapshot	0	2
2217	ATT	2013	After	Control	Snapshot	0	1
2218	ATT	2013	After	Control	Snapshot	0	1
2219	ATT	2013	After	Control	Snapshot	2	2
2220	ATT	2013	After	Control	Snapshot	1	3
2221	ATT	2013	After	Control	Snapshot	6	7
2222	ATT	2013	After	Control	Snapshot	3	5
2223	ATT	2013	After	Control	Snapshot	0	2
2224	ATT	2013	After	Control	Snapshot	0	2
2225	ATT	2013	After	Control	Snapshot	1	1
2226	ATT	2013	After	Control	Snapshot	1	1
2227	ATT	2013	After	Control	Snapshot	0	1
2228	ATT	2013	After	Control	Snapshot	1	3
2229	ATT	2013	After	Control	Snapshot	0	1
2230	ATT	2013	After	Control	Snapshot	0	1
2231	ATT	2013	After	Control	Snapshot	1	3
2232	ATT	2013	After	Control	Snapshot	0	2
2233	ATT	2013	After	Control	Snapshot	0	1
2234	ATT	2013	After	Control	Snapshot	4	4
2235	ATT	2013	After	Control	Snapshot	12	20
2236	ATT	2013	After	Control	Snapshot	1	10
2237	ATT	2013	After	Control	Snapshot	1	2
2238	ATT	2013	After	Control	Snapshot	0	1
2239	ATT	2013	After	Control	Snapshot	1	4
2240	ATT	2013	After	Control	Snapshot	0	5
2241	ATT	2014	After	Control	Snapshot	8	11
2242	ATT	2014	After	Control	Snapshot	11	12
2243	ATT	2014	After	Control	Snapshot	12	15
2244	ATT	2014	After	Control	Snapshot	4	4
2245	ATT	2014	After	Control	Snapshot	5	7
2246	ATT	2014	After	Control	Snapshot	3	4
2247	ATT	2014	After	Control	Snapshot	13	19
2248	ATT	2014	After	Control	Snapshot	4	6
2249	ATT	2014	After	Control	Snapshot	10	10
2250	ATT	2014	After	Control	Snapshot	9	10
2251	ATT	2014	After	Control	Snapshot	13	16
2252	ATT	2014	After	Control	Snapshot	8	12
2253	ATT	2014	After	Control	Snapshot	0	1
2254	ATT	2014	After	Control	Snapshot	4	6
2255	ATT	2014	After	Control	Snapshot	5	7
2256	ATT	2014	After	Control	Snapshot	9	10
2257	ATT	2014	After	Control	Snapshot	0	1
2258	ATT	2014	After	Control	Snapshot	2	4
2259	ATT	2014	After	Control	Snapshot	3	3
2260	ATT	2014	After	Control	Snapshot	4	5
2261	ATT	2014	After	Control	Snapshot	2	2
2262	ATT	2014	After	Control	Snapshot	1	1
2263	ATT	2014	After	Control	Snapshot	3	6
2264	ATT	2014	After	Control	Snapshot	3	5
2265	ATT	2014	After	Control	Snapshot	11	12
2266	ATT	2014	After	Control	Snapshot	4	4
2267	ATT	2014	After	Control	Snapshot	12	15
2268	ATT	2014	After	Control	Snapshot	6	6
2269	ATT	2014	After	Control	Snapshot	6	10
2270	ATT	2014	After	Control	Snapshot	5	5
2271	ATT	2014	After	Control	Snapshot	5	6
2272	ATT	2014	After	Control	Snapshot	17	22
2273	ATT	2014	After	Control	Snapshot	3	6
2274	ATT	2014	After	Control	Snapshot	7	7
